Day	Date 	  Open   	  High   	  Low   	  Close   
Thursday	15-May-14	" 7,111.30 "	" 7,152.55 "	" 7,082.55 "	" 7,123.15 "
Friday	16-May-14	" 7,270.20 "	" 7,563.50 "	" 7,130.65 "	" 7,203.00 "
Monday	19-May-14	" 7,276.85 "	" 7,291.10 "	" 7,193.55 "	" 7,263.55 "
Tuesday	20-May-14	" 7,309.95 "	" 7,353.65 "	" 7,247.70 "	" 7,275.50 "
Wednesday	21-May-14	" 7,274.85 "	" 7,287.15 "	" 7,206.70 "	" 7,252.90 "
Thursday	22-May-14	" 7,289.95 "	" 7,319.55 "	" 7,258.15 "	" 7,276.40 "
Friday	23-May-14	" 7,306.50 "	" 7,381.00 "	" 7,293.90 "	" 7,367.10 "
Monday	26-May-14	" 7,428.75 "	" 7,504.00 "	" 7,269.05 "	" 7,359.05 "
Tuesday	27-May-14	" 7,363.10 "	" 7,372.95 "	" 7,274.75 "	" 7,318.00 "
Wednesday	28-May-14	" 7,324.95 "	" 7,344.75 "	" 7,302.60 "	" 7,329.65 "
Thursday	29-May-14	" 7,316.60 "	" 7,325.40 "	" 7,224.40 "	" 7,235.65 "
Friday	30-May-14	" 7,254.85 "	" 7,272.50 "	" 7,118.45 "	" 7,229.95 "
Monday	2-Jun-14	" 7,264.05 "	" 7,368.60 "	" 7,239.50 "	" 7,362.50 "
Tuesday	3-Jun-14	" 7,375.35 "	" 7,424.95 "	" 7,342.15 "	" 7,415.85 "
Wednesday	4-Jun-14	" 7,417.55 "	" 7,433.30 "	" 7,391.35 "	" 7,402.25 "
Thursday	5-Jun-14	" 7,399.75 "	" 7,484.70 "	" 7,360.50 "	" 7,474.10 "
Friday	6-Jun-14	" 7,521.50 "	" 7,592.70 "	" 7,497.65 "	" 7,583.40 "
Monday	9-Jun-14	" 7,621.65 "	" 7,673.70 "	" 7,580.25 "	" 7,654.60 "
Tuesday	10-Jun-14	" 7,679.05 "	" 7,683.20 "	" 7,579.30 "	" 7,656.40 "
Wednesday	11-Jun-14	" 7,672.40 "	" 7,700.05 "	" 7,589.05 "	" 7,626.85 "
Thursday	12-Jun-14	" 7,641.30 "	" 7,658.00 "	" 7,593.80 "	" 7,649.90 "
Friday	13-Jun-14	" 7,668.20 "	" 7,678.50 "	" 7,525.35 "	" 7,542.10 "
Monday	16-Jun-14	" 7,534.80 "	" 7,548.60 "	" 7,487.55 "	" 7,533.55 "
Tuesday	17-Jun-14	" 7,525.05 "	" 7,637.60 "	" 7,509.25 "	" 7,631.70 "
Wednesday	18-Jun-14	" 7,636.05 "	" 7,663.00 "	" 7,515.50 "	" 7,558.20 "
Thursday	19-Jun-14	" 7,580.05 "	" 7,606.45 "	" 7,502.55 "	" 7,540.70 "
Friday	20-Jun-14	" 7,543.30 "	" 7,560.55 "	" 7,497.30 "	" 7,511.45 "
Monday	23-Jun-14	" 7,514.00 "	" 7,534.80 "	" 7,441.60 "	" 7,493.35 "
Tuesday	24-Jun-14	" 7,515.20 "	" 7,593.35 "	" 7,515.20 "	" 7,580.20 "
Wednesday	25-Jun-14	" 7,588.55 "	" 7,589.25 "	" 7,557.05 "	" 7,569.25 "
Thursday	26-Jun-14	" 7,554.10 "	" 7,570.20 "	" 7,481.30 "	" 7,493.20 "
Friday	27-Jun-14	" 7,514.20 "	" 7,538.75 "	" 7,482.30 "	" 7,508.80 "
Monday	30-Jun-14	" 7,534.05 "	" 7,623.65 "	" 7,531.60 "	" 7,611.35 "
Tuesday	1-Jul-14	" 7,629.00 "	" 7,649.50 "	" 7,618.15 "	" 7,634.70 "
Wednesday	2-Jul-14	" 7,683.05 "	" 7,732.40 "	" 7,677.30 "	" 7,725.15 "
Thursday	3-Jul-14	" 7,734.35 "	" 7,754.65 "	" 7,706.80 "	" 7,714.80 "
Friday	4-Jul-14	" 7,718.10 "	" 7,758.00 "	" 7,661.30 "	" 7,751.60 "
Monday	7-Jul-14	" 7,780.40 "	" 7,792.00 "	" 7,755.10 "	" 7,787.15 "
Tuesday	8-Jul-14	" 7,804.05 "	" 7,808.85 "	" 7,595.90 "	" 7,623.20 "
Wednesday	9-Jul-14	" 7,637.95 "	" 7,650.10 "	" 7,551.65 "	" 7,585.00 "
Thursday	10-Jul-14	" 7,589.50 "	" 7,731.05 "	" 7,479.05 "	" 7,567.75 "
Friday	11-Jul-14	" 7,584.10 "	" 7,625.85 "	" 7,447.20 "	" 7,459.60 "
Monday	14-Jul-14	" 7,469.00 "	" 7,478.45 "	" 7,422.15 "	" 7,454.15 "
Tuesday	15-Jul-14	" 7,491.30 "	" 7,534.90 "	" 7,459.15 "	" 7,526.65 "
Wednesday	16-Jul-14	" 7,564.15 "	" 7,640.10 "	" 7,532.45 "	" 7,624.40 "
Thursday	17-Jul-14	" 7,612.70 "	" 7,655.65 "	" 7,612.70 "	" 7,640.45 "
Friday	18-Jul-14	" 7,630.25 "	" 7,685.00 "	" 7,595.50 "	" 7,663.90 "
Monday	21-Jul-14	" 7,701.65 "	" 7,722.10 "	" 7,674.00 "	" 7,684.20 "
Tuesday	22-Jul-14	" 7,708.20 "	" 7,773.85 "	" 7,704.80 "	" 7,767.85 "
Wednesday	23-Jul-14	" 7,794.90 "	" 7,809.20 "	" 7,752.90 "	" 7,795.75 "
Thursday	24-Jul-14	" 7,796.25 "	" 7,835.65 "	" 7,771.65 "	" 7,830.60 "
Friday	25-Jul-14	" 7,828.20 "	" 7,840.95 "	" 7,748.60 "	" 7,790.45 "
Monday	28-Jul-14	" 7,792.90 "	" 7,799.90 "	" 7,722.65 "	" 7,748.70 "
Wednesday	30-Jul-14	" 7,746.20 "	" 7,798.70 "	" 7,707.60 "	" 7,791.40 "
Thursday	31-Jul-14	" 7,784.65 "	" 7,791.85 "	" 7,711.15 "	" 7,721.30 "
Friday	1-Aug-14	" 7,662.50 "	" 7,716.70 "	" 7,593.90 "	" 7,602.60 "
Monday	4-Aug-14	" 7,639.55 "	" 7,694.80 "	" 7,622.05 "	" 7,683.65 "
Tuesday	5-Aug-14	" 7,706.65 "	" 7,752.45 "	" 7,638.05 "	" 7,746.55 "
Wednesday	6-Aug-14	" 7,726.15 "	" 7,740.95 "	" 7,658.95 "	" 7,672.05 "
Thursday	7-Aug-14	" 7,651.15 "	" 7,708.95 "	" 7,630.40 "	" 7,649.25 "
Friday	8-Aug-14	" 7,588.70 "	" 7,592.45 "	" 7,540.10 "	" 7,568.55 "
Monday	11-Aug-14	" 7,619.85 "	" 7,635.55 "	" 7,598.60 "	" 7,625.95 "
Tuesday	12-Aug-14	" 7,688.80 "	" 7,735.75 "	" 7,654.80 "	" 7,727.05 "
Wednesday	13-Aug-14	" 7,717.30 "	" 7,757.10 "	" 7,695.70 "	" 7,739.55 "
Thursday	14-Aug-14	" 7,756.15 "	" 7,796.70 "	" 7,739.10 "	" 7,791.70 "
Monday	18-Aug-14	" 7,785.25 "	" 7,880.50 "	" 7,779.20 "	" 7,874.25 "
Tuesday	19-Aug-14	" 7,901.00 "	" 7,918.55 "	" 7,881.15 "	" 7,897.50 "
Wednesday	20-Aug-14	" 7,915.80 "	" 7,922.70 "	" 7,864.05 "	" 7,875.30 "
Thursday	21-Aug-14	" 7,875.35 "	" 7,919.65 "	" 7,855.95 "	" 7,891.10 "
Friday	22-Aug-14	" 7,904.55 "	" 7,929.05 "	" 7,900.05 "	" 7,913.20 "
Monday	25-Aug-14	" 7,931.75 "	" 7,968.25 "	" 7,897.95 "	" 7,906.30 "
Tuesday	26-Aug-14	" 7,874.50 "	" 7,915.45 "	" 7,862.45 "	" 7,904.75 "
Wednesday	27-Aug-14	" 7,933.90 "	" 7,946.85 "	" 7,916.55 "	" 7,936.05 "
Thursday	28-Aug-14	" 7,942.25 "	" 7,967.80 "	" 7,939.20 "	" 7,954.35 "
Monday	1-Sep-14	" 7,990.35 "	" 8,035.00 "	" 7,984.00 "	" 8,027.70 "
Tuesday	2-Sep-14	" 8,038.60 "	" 8,101.95 "	" 8,036.55 "	" 8,083.05 "
Wednesday	3-Sep-14	" 8,110.85 "	" 8,141.90 "	" 8,092.25 "	" 8,114.60 "
Thursday	4-Sep-14	" 8,114.20 "	" 8,114.80 "	" 8,060.90 "	" 8,095.95 "
Friday	5-Sep-14	" 8,099.90 "	" 8,122.70 "	" 8,049.85 "	" 8,086.85 "
Monday	8-Sep-14	" 8,132.95 "	" 8,180.20 "	" 8,126.15 "	" 8,173.90 "
Tuesday	9-Sep-14	" 8,161.90 "	" 8,174.55 "	" 8,126.50 "	" 8,152.95 "
Wednesday	10-Sep-14	" 8,135.55 "	" 8,135.75 "	" 8,082.10 "	" 8,094.10 "
Thursday	11-Sep-14	" 8,115.15 "	" 8,127.95 "	" 8,057.30 "	" 8,085.70 "
Friday	12-Sep-14	" 8,087.05 "	" 8,114.30 "	" 8,071.60 "	" 8,105.50 "
Monday	15-Sep-14	" 8,070.35 "	" 8,077.30 "	" 8,030.00 "	" 8,042.00 "
Tuesday	16-Sep-14	" 8,036.60 "	" 8,044.90 "	" 7,925.15 "	" 7,932.90 "
Wednesday	17-Sep-14	" 7,971.50 "	" 7,990.65 "	" 7,936.95 "	" 7,975.50 "
Thursday	18-Sep-14	" 7,950.65 "	" 8,120.85 "	" 7,939.70 "	" 8,114.75 "
Friday	19-Sep-14	" 8,129.40 "	" 8,160.90 "	" 8,105.35 "	" 8,121.45 "
Monday	22-Sep-14	" 8,084.45 "	" 8,159.90 "	" 8,064.80 "	" 8,146.30 "
Tuesday	23-Sep-14	" 8,144.40 "	" 8,159.75 "	" 8,008.10 "	" 8,017.55 "
Wednesday	24-Sep-14	" 8,015.55 "	" 8,042.05 "	" 7,950.05 "	" 8,002.40 "
Thursday	25-Sep-14	" 8,003.30 "	" 8,019.30 "	" 7,877.35 "	" 7,911.85 "
Friday	26-Sep-14	" 7,885.85 "	" 7,993.30 "	" 7,841.80 "	" 7,968.85 "
Monday	29-Sep-14	" 7,978.45 "	" 7,991.75 "	" 7,934.70 "	" 7,958.90 "
Tuesday	30-Sep-14	" 7,948.80 "	" 8,030.90 "	" 7,923.85 "	" 7,964.80 "
Wednesday	1-Oct-14	" 7,960.50 "	" 7,977.50 "	" 7,936.70 "	" 7,945.55 "
Tuesday	7-Oct-14	" 7,897.40 "	" 7,943.05 "	" 7,842.70 "	" 7,852.40 "
Wednesday	8-Oct-14	" 7,828.75 "	" 7,869.90 "	" 7,815.75 "	" 7,842.70 "
Thursday	9-Oct-14	" 7,886.50 "	" 7,972.35 "	" 7,886.50 "	" 7,960.55 "
Friday	10-Oct-14	" 7,911.00 "	" 7,924.05 "	" 7,848.45 "	" 7,859.95 "
Monday	13-Oct-14	" 7,831.00 "	" 7,901.15 "	" 7,796.00 "	" 7,884.25 "
Tuesday	14-Oct-14	" 7,923.25 "	" 7,928.00 "	" 7,825.45 "	" 7,864.00 "
Thursday	16-Oct-14	" 7,837.30 "	" 7,893.90 "	" 7,729.65 "	" 7,748.20 "
Friday	17-Oct-14	" 7,733.75 "	" 7,819.20 "	" 7,723.85 "	" 7,779.70 "
Monday	20-Oct-14	" 7,896.95 "	" 7,905.95 "	" 7,856.95 "	" 7,879.40 "
Tuesday	21-Oct-14	" 7,906.15 "	" 7,936.60 "	" 7,874.35 "	" 7,927.75 "
Wednesday	22-Oct-14	" 7,997.80 "	" 8,005.00 "	" 7,974.55 "	" 7,995.90 "
Thursday	23-Oct-14	" 8,027.70 "	" 8,031.75 "	" 8,008.85 "	" 8,014.55 "
Monday	27-Oct-14	" 8,064.35 "	" 8,064.40 "	" 7,985.65 "	" 7,991.70 "
Tuesday	28-Oct-14	" 8,002.40 "	" 8,037.80 "	" 7,995.05 "	" 8,027.60 "
Wednesday	29-Oct-14	" 8,077.05 "	" 8,097.95 "	" 8,052.25 "	" 8,090.45 "
Thursday	30-Oct-14	" 8,085.20 "	" 8,181.55 "	" 8,085.20 "	" 8,169.20 "
Friday	31-Oct-14	" 8,200.80 "	" 8,330.75 "	" 8,198.05 "	" 8,322.20 "
Monday	3-Nov-14	" 8,348.15 "	" 8,350.60 "	" 8,297.65 "	" 8,324.15 "
Wednesday	5-Nov-14	" 8,351.25 "	" 8,365.55 "	" 8,323.50 "	" 8,338.30 "
Friday	7-Nov-14	" 8,331.85 "	" 8,360.35 "	" 8,290.25 "	" 8,337.00 "
Monday	10-Nov-14	" 8,337.80 "	" 8,383.05 "	" 8,304.45 "	" 8,344.25 "
Tuesday	11-Nov-14	" 8,354.10 "	" 8,378.70 "	" 8,321.85 "	" 8,362.65 "
Wednesday	12-Nov-14	" 8,378.90 "	" 8,415.05 "	" 8,370.50 "	" 8,383.30 "
Thursday	13-Nov-14	" 8,405.25 "	" 8,408.00 "	" 8,320.35 "	" 8,357.85 "
Friday	14-Nov-14	" 8,360.70 "	" 8,400.65 "	" 8,346.80 "	" 8,389.90 "
Monday	17-Nov-14	" 8,378.40 "	" 8,438.10 "	" 8,349.10 "	" 8,430.75 "
Tuesday	18-Nov-14	" 8,441.25 "	" 8,454.50 "	" 8,407.25 "	" 8,425.90 "
Wednesday	19-Nov-14	" 8,440.65 "	" 8,455.65 "	" 8,360.50 "	" 8,382.30 "
Thursday	20-Nov-14	" 8,406.50 "	" 8,410.85 "	" 8,353.15 "	" 8,401.90 "
Friday	21-Nov-14	" 8,408.20 "	" 8,489.80 "	" 8,398.60 "	" 8,477.35 "
Monday	24-Nov-14	" 8,490.95 "	" 8,534.65 "	" 8,490.80 "	" 8,530.15 "
Tuesday	25-Nov-14	" 8,530.80 "	" 8,535.35 "	" 8,429.45 "	" 8,463.10 "
Wednesday	26-Nov-14	" 8,450.30 "	" 8,500.30 "	" 8,438.65 "	" 8,475.75 "
Thursday	27-Nov-14	" 8,477.80 "	" 8,506.75 "	" 8,456.35 "	" 8,494.20 "
Friday	28-Nov-14	" 8,516.80 "	" 8,617.00 "	" 8,516.25 "	" 8,588.25 "
Monday	1-Dec-14	" 8,605.10 "	" 8,623.00 "	" 8,545.15 "	" 8,555.90 "
Tuesday	2-Dec-14	" 8,535.45 "	" 8,560.20 "	" 8,504.65 "	" 8,524.70 "
Wednesday	3-Dec-14	" 8,528.70 "	" 8,546.95 "	" 8,508.35 "	" 8,537.65 "
Thursday	4-Dec-14	" 8,582.40 "	" 8,626.95 "	" 8,526.40 "	" 8,564.40 "
Friday	5-Dec-14	" 8,584.25 "	" 8,588.35 "	" 8,523.90 "	" 8,538.30 "
Monday	8-Dec-14	" 8,538.65 "	" 8,546.35 "	" 8,432.25 "	" 8,438.25 "
Tuesday	9-Dec-14	" 8,439.30 "	" 8,444.50 "	" 8,330.50 "	" 8,340.70 "
Wednesday	10-Dec-14	" 8,318.05 "	" 8,376.80 "	" 8,317.00 "	" 8,355.65 "
Thursday	11-Dec-14	" 8,338.85 "	" 8,348.30 "	" 8,272.40 "	" 8,292.90 "
Friday	12-Dec-14	" 8,302.00 "	" 8,321.90 "	" 8,216.30 "	" 8,224.10 "
Monday	15-Dec-14	" 8,160.75 "	" 8,242.40 "	" 8,152.50 "	" 8,219.60 "
Tuesday	16-Dec-14	" 8,172.60 "	" 8,189.35 "	" 8,052.60 "	" 8,067.60 "
Wednesday	17-Dec-14	" 8,041.20 "	" 8,082.00 "	" 7,961.35 "	" 8,029.80 "
Thursday	18-Dec-14	" 8,138.90 "	" 8,174.30 "	" 8,084.90 "	" 8,159.30 "
Friday	19-Dec-14	" 8,230.45 "	" 8,263.45 "	" 8,208.60 "	" 8,225.20 "
Monday	22-Dec-14	" 8,255.00 "	" 8,330.95 "	" 8,228.20 "	" 8,324.00 "
Tuesday	23-Dec-14	" 8,324.60 "	" 8,364.75 "	" 8,252.85 "	" 8,267.00 "
Wednesday	24-Dec-14	" 8,272.05 "	" 8,286.40 "	" 8,155.25 "	" 8,174.10 "
Friday	26-Dec-14	" 8,204.80 "	" 8,234.55 "	" 8,147.95 "	" 8,200.70 "
Monday	29-Dec-14	" 8,214.70 "	" 8,279.15 "	" 8,214.70 "	" 8,246.30 "
Tuesday	30-Dec-14	" 8,260.30 "	" 8,268.25 "	" 8,220.55 "	" 8,248.25 "
Wednesday	31-Dec-14	" 8,243.90 "	" 8,291.00 "	" 8,243.75 "	" 8,282.70 "
Thursday	1-Jan-15	" 8,272.80 "	" 8,294.70 "	" 8,248.75 "	" 8,284.00 "
Friday	2-Jan-15	" 8,288.70 "	" 8,410.60 "	" 8,288.70 "	" 8,395.45 "
Monday	5-Jan-15	" 8,407.95 "	" 8,445.60 "	" 8,363.90 "	" 8,378.40 "
Tuesday	6-Jan-15	" 8,325.30 "	" 8,327.85 "	" 8,111.35 "	" 8,127.35 "
Wednesday	7-Jan-15	" 8,118.65 "	" 8,151.20 "	" 8,065.45 "	" 8,102.10 "
Thursday	8-Jan-15	" 8,191.40 "	" 8,243.50 "	" 8,167.30 "	" 8,234.60 "
Friday	9-Jan-15	" 8,285.45 "	" 8,303.30 "	" 8,190.80 "	" 8,284.50 "
Monday	12-Jan-15	" 8,291.35 "	" 8,332.60 "	" 8,245.60 "	" 8,323.00 "
Tuesday	13-Jan-15	" 8,346.15 "	" 8,356.65 "	" 8,267.90 "	" 8,299.40 "
Wednesday	14-Jan-15	" 8,307.25 "	" 8,326.45 "	" 8,236.65 "	" 8,277.55 "
Thursday	15-Jan-15	" 8,424.50 "	" 8,527.10 "	" 8,380.55 "	" 8,494.15 "
Friday	16-Jan-15	" 8,504.05 "	" 8,530.75 "	" 8,452.25 "	" 8,513.80 "
Monday	19-Jan-15	" 8,550.05 "	" 8,570.95 "	" 8,531.50 "	" 8,550.70 "
Tuesday	20-Jan-15	" 8,575.10 "	" 8,707.90 "	" 8,574.50 "	" 8,695.60 "
Wednesday	21-Jan-15	" 8,719.65 "	" 8,741.85 "	" 8,689.60 "	" 8,729.50 "
Thursday	22-Jan-15	" 8,745.85 "	" 8,774.15 "	" 8,727.00 "	" 8,761.40 "
Friday	23-Jan-15	" 8,827.95 "	" 8,866.40 "	" 8,795.40 "	" 8,835.60 "
Tuesday	27-Jan-15	" 8,871.35 "	" 8,925.05 "	" 8,825.45 "	" 8,910.50 "
Wednesday	28-Jan-15	" 8,902.75 "	" 8,985.05 "	" 8,874.05 "	" 8,914.30 "
Thursday	29-Jan-15	" 8,901.50 "	" 8,966.65 "	" 8,861.25 "	" 8,952.35 "
Friday	30-Jan-15	" 8,996.60 "	" 8,996.60 "	" 8,775.10 "	" 8,808.90 "
Monday	2-Feb-15	" 8,802.50 "	" 8,840.80 "	" 8,751.10 "	" 8,797.40 "
Tuesday	3-Feb-15	" 8,823.15 "	" 8,837.30 "	" 8,726.65 "	" 8,756.55 "
Wednesday	4-Feb-15	" 8,789.15 "	" 8,792.85 "	" 8,704.40 "	" 8,723.70 "
Thursday	5-Feb-15	" 8,733.10 "	" 8,838.45 "	" 8,683.65 "	" 8,711.70 "
Friday	6-Feb-15	" 8,696.85 "	" 8,726.20 "	" 8,645.55 "	" 8,661.05 "
Monday	9-Feb-15	" 8,584.40 "	" 8,605.55 "	" 8,516.35 "	" 8,526.35 "
Tuesday	10-Feb-15	" 8,478.10 "	" 8,646.25 "	" 8,470.50 "	" 8,565.55 "
Wednesday	11-Feb-15	" 8,603.30 "	" 8,651.95 "	" 8,593.65 "	" 8,627.40 "
Thursday	12-Feb-15	" 8,676.95 "	" 8,732.55 "	" 8,599.25 "	" 8,711.55 "
Friday	13-Feb-15	" 8,741.50 "	" 8,822.10 "	" 8,729.65 "	" 8,805.50 "
Monday	16-Feb-15	" 8,831.40 "	" 8,870.10 "	" 8,793.40 "	" 8,809.35 "
Wednesday	18-Feb-15	" 8,811.55 "	" 8,894.30 "	" 8,808.90 "	" 8,869.10 "
Thursday	19-Feb-15	" 8,883.05 "	" 8,913.45 "	" 8,794.45 "	" 8,895.30 "
Friday	20-Feb-15	" 8,895.50 "	" 8,899.95 "	" 8,816.30 "	" 8,833.60 "
Monday	23-Feb-15	" 8,856.85 "	" 8,869.00 "	" 8,736.10 "	" 8,754.95 "
Tuesday	24-Feb-15	" 8,772.90 "	" 8,800.50 "	" 8,726.75 "	" 8,762.10 "
Wednesday	25-Feb-15	" 8,801.90 "	" 8,840.65 "	" 8,751.40 "	" 8,767.25 "
Thursday	26-Feb-15	" 8,779.00 "	" 8,786.05 "	" 8,669.45 "	" 8,683.85 "
Friday	27-Feb-15	" 8,729.50 "	" 8,856.95 "	" 8,717.45 "	" 8,844.60 "
Saturday	28-Feb-15	" 8,913.05 "	" 8,941.10 "	" 8,751.35 "	" 8,901.85 "
Monday	2-Mar-15	" 8,953.85 "	" 8,972.35 "	" 8,885.45 "	" 8,956.75 "
Tuesday	3-Mar-15	" 8,962.85 "	" 9,008.40 "	" 8,925.55 "	" 8,996.25 "
Wednesday	4-Mar-15	" 9,109.15 "	" 9,119.20 "	" 8,893.95 "	" 8,922.65 "
Thursday	5-Mar-15	" 8,929.40 "	" 8,957.55 "	" 8,849.35 "	" 8,937.75 "
Monday	9-Mar-15	" 8,891.15 "	" 8,891.30 "	" 8,740.45 "	" 8,756.75 "
Tuesday	10-Mar-15	" 8,769.75 "	" 8,778.00 "	" 8,677.35 "	" 8,712.05 "
Wednesday	11-Mar-15	" 8,728.75 "	" 8,755.60 "	" 8,682.35 "	" 8,699.95 "
Thursday	12-Mar-15	" 8,740.65 "	" 8,787.20 "	" 8,732.90 "	" 8,776.00 "
Friday	13-Mar-15	" 8,844.05 "	" 8,849.75 "	" 8,631.75 "	" 8,647.75 "
Monday	16-Mar-15	" 8,656.75 "	" 8,663.55 "	" 8,612.00 "	" 8,633.15 "
Tuesday	17-Mar-15	" 8,689.10 "	" 8,742.55 "	" 8,630.80 "	" 8,723.30 "
Wednesday	18-Mar-15	" 8,742.90 "	" 8,747.25 "	" 8,664.00 "	" 8,685.90 "
Thursday	19-Mar-15	" 8,749.45 "	" 8,788.20 "	" 8,614.65 "	" 8,634.65 "
Friday	20-Mar-15	" 8,627.90 "	" 8,627.90 "	" 8,553.00 "	" 8,570.90 "
Monday	23-Mar-15	" 8,591.55 "	" 8,608.35 "	" 8,540.55 "	" 8,550.90 "
Tuesday	24-Mar-15	" 8,537.05 "	" 8,627.75 "	" 8,535.85 "	" 8,542.95 "
Wednesday	25-Mar-15	" 8,568.90 "	" 8,573.75 "	" 8,516.55 "	" 8,530.80 "
Thursday	26-Mar-15	" 8,474.95 "	" 8,499.45 "	" 8,325.35 "	" 8,342.15 "
Friday	27-Mar-15	" 8,396.00 "	" 8,413.20 "	" 8,269.15 "	" 8,341.40 "
Monday	30-Mar-15	" 8,390.95 "	" 8,504.55 "	" 8,380.75 "	" 8,492.30 "
Tuesday	31-Mar-15	" 8,527.60 "	" 8,550.45 "	" 8,454.15 "	" 8,491.00 "
Wednesday	1-Apr-15	" 8,483.70 "	" 8,603.40 "	" 8,464.75 "	" 8,586.25 "
Monday	6-Apr-15	" 8,615.80 "	" 8,667.55 "	" 8,573.75 "	" 8,659.90 "
Tuesday	7-Apr-15	" 8,684.45 "	" 8,693.60 "	" 8,586.85 "	" 8,660.30 "
Wednesday	8-Apr-15	" 8,698.95 "	" 8,730.50 "	" 8,679.80 "	" 8,714.40 "
Thursday	9-Apr-15	" 8,756.20 "	" 8,785.50 "	" 8,682.45 "	" 8,778.30 "
Friday	10-Apr-15	" 8,774.35 "	" 8,787.40 "	" 8,733.60 "	" 8,780.35 "
Monday	13-Apr-15	" 8,801.75 "	" 8,841.65 "	" 8,762.10 "	" 8,834.00 "
Wednesday	15-Apr-15	" 8,844.75 "	" 8,844.80 "	" 8,722.40 "	" 8,750.20 "
Thursday	16-Apr-15	" 8,757.05 "	" 8,760.00 "	" 8,645.65 "	" 8,706.70 "
Friday	17-Apr-15	" 8,698.05 "	" 8,699.85 "	" 8,596.70 "	" 8,606.00 "
Monday	20-Apr-15	" 8,618.80 "	" 8,619.95 "	" 8,422.75 "	" 8,448.10 "
Tuesday	21-Apr-15	" 8,416.10 "	" 8,469.35 "	" 8,352.70 "	" 8,377.75 "
Wednesday	22-Apr-15	" 8,400.40 "	" 8,449.95 "	" 8,284.70 "	" 8,429.70 "
Thursday	23-Apr-15	" 8,478.20 "	" 8,504.95 "	" 8,361.85 "	" 8,398.30 "
Friday	24-Apr-15	" 8,405.70 "	" 8,413.30 "	" 8,273.35 "	" 8,305.25 "
Monday	27-Apr-15	" 8,330.55 "	" 8,334.45 "	" 8,202.35 "	" 8,213.80 "
Tuesday	28-Apr-15	" 8,215.55 "	" 8,308.00 "	" 8,185.15 "	" 8,285.60 "
Wednesday	29-Apr-15	" 8,274.80 "	" 8,308.20 "	" 8,219.20 "	" 8,239.75 "
Thursday	30-Apr-15	" 8,224.50 "	" 8,229.40 "	" 8,144.75 "	" 8,181.50 "
Monday	4-May-15	" 8,230.05 "	" 8,346.00 "	" 8,220.45 "	" 8,331.95 "
Tuesday	5-May-15	" 8,338.40 "	" 8,355.65 "	" 8,280.60 "	" 8,324.80 "
Wednesday	6-May-15	" 8,316.60 "	" 8,331.95 "	" 8,083.00 "	" 8,097.00 "
Thursday	7-May-15	" 8,077.00 "	" 8,122.60 "	" 7,997.15 "	" 8,057.30 "
Friday	8-May-15	" 8,131.50 "	" 8,224.95 "	" 8,123.45 "	" 8,191.50 "
Monday	11-May-15	" 8,243.20 "	" 8,332.75 "	" 8,224.65 "	" 8,325.25 "
Tuesday	12-May-15	" 8,326.15 "	" 8,326.65 "	" 8,115.30 "	" 8,126.95 "
Wednesday	13-May-15	" 8,181.55 "	" 8,254.95 "	" 8,089.80 "	" 8,235.45 "
Thursday	14-May-15	" 8,232.45 "	" 8,236.25 "	" 8,137.30 "	" 8,224.20 "
Friday	15-May-15	" 8,240.30 "	" 8,279.20 "	" 8,212.20 "	" 8,262.35 "
Monday	18-May-15	" 8,284.95 "	" 8,384.60 "	" 8,271.95 "	" 8,373.65 "
Tuesday	19-May-15	" 8,356.20 "	" 8,427.80 "	" 8,335.00 "	" 8,365.65 "
Wednesday	20-May-15	" 8,392.65 "	" 8,440.35 "	" 8,391.45 "	" 8,423.25 "
Thursday	21-May-15	" 8,434.50 "	" 8,446.35 "	" 8,382.50 "	" 8,421.00 "
Friday	22-May-15	" 8,432.50 "	" 8,489.55 "	" 8,420.60 "	" 8,458.95 "
Monday	25-May-15	" 8,438.15 "	" 8,441.95 "	" 8,364.15 "	" 8,370.25 "
Tuesday	26-May-15	" 8,377.10 "	" 8,378.90 "	" 8,320.05 "	" 8,339.35 "
Wednesday	27-May-15	" 8,302.75 "	" 8,342.85 "	" 8,277.95 "	" 8,334.60 "
Thursday	28-May-15	" 8,345.70 "	" 8,364.50 "	" 8,270.15 "	" 8,319.00 "
Friday	29-May-15	" 8,327.10 "	" 8,443.90 "	" 8,305.70 "	" 8,433.65 "
Monday	1-Jun-15	" 8,417.25 "	" 8,467.15 "	" 8,405.40 "	" 8,433.40 "
Tuesday	2-Jun-15	" 8,442.80 "	" 8,445.35 "	" 8,226.05 "	" 8,236.45 "
Wednesday	3-Jun-15	" 8,232.45 "	" 8,236.70 "	" 8,094.15 "	" 8,135.10 "
Thursday	4-Jun-15	" 8,155.15 "	" 8,160.05 "	" 8,056.75 "	" 8,130.65 "
Friday	5-Jun-15	" 8,119.15 "	" 8,191.00 "	" 8,100.15 "	" 8,114.70 "
Monday	8-Jun-15	" 8,124.35 "	" 8,131.00 "	" 8,030.55 "	" 8,044.15 "
Tuesday	9-Jun-15	" 8,026.50 "	" 8,057.15 "	" 8,005.15 "	" 8,022.40 "
Wednesday	10-Jun-15	" 8,024.15 "	" 8,152.25 "	" 8,023.80 "	" 8,124.45 "
Thursday	11-Jun-15	" 8,157.30 "	" 8,163.05 "	" 7,958.25 "	" 7,965.35 "
