Day	Date 	  Open   	  High   	  Low   	  Close   
Wednesday	8-Jun-05	" 2,094.70 "	" 2,115.25 "	" 2,094.05 "	" 2,112.40 "
Thursday	9-Jun-05	" 2,112.25 "	" 2,118.65 "	" 2,097.55 "	" 2,103.20 "
Friday	10-Jun-05	" 2,103.45 "	" 2,133.10 "	" 2,086.30 "	" 2,090.60 "
Monday	13-Jun-05	" 2,090.70 "	" 2,106.65 "	" 2,081.70 "	" 2,102.75 "
Tuesday	14-Jun-05	" 2,103.65 "	" 2,113.85 "	" 2,098.70 "	" 2,112.35 "
Wednesday	15-Jun-05	" 2,110.50 "	" 2,131.95 "	" 2,110.35 "	" 2,128.65 "
Thursday	16-Jun-05	" 2,128.30 "	" 2,135.10 "	" 2,114.55 "	" 2,123.70 "
Friday	17-Jun-05	" 2,123.60 "	" 2,131.75 "	" 2,103.90 "	" 2,123.40 "
Monday	20-Jun-05	" 2,130.80 "	" 2,150.25 "	" 2,124.65 "	" 2,144.35 "
Tuesday	21-Jun-05	" 2,144.75 "	" 2,173.25 "	" 2,140.15 "	" 2,170.00 "
Wednesday	22-Jun-05	" 2,167.80 "	" 2,196.45 "	" 2,167.35 "	" 2,187.35 "
Thursday	23-Jun-05	" 2,187.35 "	" 2,192.10 "	" 2,174.05 "	" 2,183.85 "
Friday	24-Jun-05	" 2,184.00 "	" 2,204.45 "	" 2,162.95 "	" 2,194.35 "
Monday	27-Jun-05	" 2,194.35 "	" 2,219.65 "	" 2,188.15 "	" 2,199.80 "
Tuesday	28-Jun-05	" 2,199.80 "	" 2,206.80 "	" 2,165.90 "	" 2,169.85 "
Wednesday	29-Jun-05	" 2,170.20 "	" 2,194.25 "	" 2,162.00 "	" 2,191.65 "
Thursday	30-Jun-05	" 2,191.55 "	" 2,226.15 "	" 2,189.45 "	" 2,220.60 "
Friday	1-Jul-05	" 2,220.45 "	" 2,220.55 "	" 2,198.90 "	" 2,211.90 "
Monday	4-Jul-05	" 2,212.05 "	" 2,232.20 "	" 2,211.40 "	" 2,230.65 "
Tuesday	5-Jul-05	" 2,231.20 "	" 2,238.60 "	" 2,205.10 "	" 2,210.75 "
Wednesday	6-Jul-05	" 2,211.35 "	" 2,232.65 "	" 2,211.30 "	" 2,228.20 "
Thursday	7-Jul-05	" 2,228.30 "	" 2,235.80 "	" 2,171.25 "	" 2,179.40 "
Friday	8-Jul-05	" 2,183.55 "	" 2,210.70 "	" 2,179.05 "	" 2,196.20 "
Monday	11-Jul-05	" 2,195.55 "	" 2,224.65 "	" 2,195.55 "	" 2,218.85 "
Tuesday	12-Jul-05	" 2,219.10 "	" 2,233.20 "	" 2,191.70 "	" 2,220.80 "
Wednesday	13-Jul-05	" 2,221.45 "	" 2,234.15 "	" 2,200.05 "	" 2,204.05 "
Thursday	14-Jul-05	" 2,204.40 "	" 2,212.55 "	" 2,178.60 "	" 2,185.10 "
Friday	15-Jul-05	" 2,185.10 "	" 2,216.50 "	" 2,181.85 "	" 2,212.55 "
Monday	18-Jul-05	" 2,212.95 "	" 2,248.70 "	" 2,212.95 "	" 2,234.00 "
Tuesday	19-Jul-05	" 2,234.25 "	" 2,246.70 "	" 2,227.20 "	" 2,237.30 "
Wednesday	20-Jul-05	" 2,236.90 "	" 2,252.00 "	" 2,236.90 "	" 2,241.90 "
Thursday	21-Jul-05	" 2,240.95 "	" 2,251.85 "	" 2,221.20 "	" 2,230.50 "
Friday	22-Jul-05	" 2,231.00 "	" 2,268.55 "	" 2,223.15 "	" 2,265.60 "
Monday	25-Jul-05	" 2,266.65 "	" 2,293.95 "	" 2,266.65 "	" 2,291.75 "
Tuesday	26-Jul-05	" 2,289.25 "	" 2,307.10 "	" 2,279.80 "	" 2,303.15 "
Wednesday	27-Jul-05	" 2,304.25 "	" 2,324.00 "	" 2,292.85 "	" 2,319.10 "
Friday	29-Jul-05	" 2,318.05 "	" 2,332.55 "	" 2,280.85 "	" 2,312.30 "
Monday	1-Aug-05	" 2,312.05 "	" 2,329.90 "	" 2,294.25 "	" 2,318.05 "
Tuesday	2-Aug-05	" 2,321.90 "	" 2,357.15 "	" 2,319.75 "	" 2,353.65 "
Wednesday	3-Aug-05	" 2,359.10 "	" 2,377.00 "	" 2,345.20 "	" 2,357.00 "
Thursday	4-Aug-05	" 2,357.75 "	" 2,377.35 "	" 2,352.05 "	" 2,367.80 "
Friday	5-Aug-05	" 2,367.35 "	" 2,377.10 "	" 2,355.95 "	" 2,361.20 "
Monday	8-Aug-05	" 2,361.95 "	" 2,386.95 "	" 2,320.05 "	" 2,324.40 "
Tuesday	9-Aug-05	" 2,324.75 "	" 2,342.20 "	" 2,303.10 "	" 2,318.70 "
Wednesday	10-Aug-05	" 2,322.30 "	" 2,364.80 "	" 2,322.05 "	" 2,360.15 "
Thursday	11-Aug-05	" 2,358.90 "	" 2,387.30 "	" 2,355.50 "	" 2,380.90 "
Friday	12-Aug-05	" 2,381.05 "	" 2,390.45 "	" 2,356.90 "	" 2,361.55 "
Tuesday	16-Aug-05	" 2,361.65 "	" 2,379.40 "	" 2,356.85 "	" 2,369.80 "
Wednesday	17-Aug-05	" 2,369.80 "	" 2,406.25 "	" 2,357.50 "	" 2,403.15 "
Thursday	18-Aug-05	" 2,404.65 "	" 2,426.65 "	" 2,380.70 "	" 2,388.45 "
Friday	19-Aug-05	" 2,400.80 "	" 2,409.35 "	" 2,378.45 "	" 2,383.45 "
Monday	22-Aug-05	" 2,383.45 "	" 2,403.45 "	" 2,355.75 "	" 2,367.85 "
Tuesday	23-Aug-05	" 2,369.55 "	" 2,380.50 "	" 2,320.35 "	" 2,326.10 "
Wednesday	24-Aug-05	" 2,326.10 "	" 2,334.90 "	" 2,300.45 "	" 2,322.50 "
Thursday	25-Aug-05	" 2,323.10 "	" 2,359.20 "	" 2,320.70 "	" 2,354.55 "
Friday	26-Aug-05	" 2,354.60 "	" 2,368.05 "	" 2,340.20 "	" 2,357.05 "
Monday	29-Aug-05	" 2,359.20 "	" 2,365.85 "	" 2,312.60 "	" 2,337.65 "
Tuesday	30-Aug-05	" 2,337.80 "	" 2,373.80 "	" 2,337.75 "	" 2,367.75 "
Wednesday	31-Aug-05	" 2,369.05 "	" 2,387.00 "	" 2,355.00 "	" 2,384.65 "
Thursday	1-Sep-05	" 2,384.70 "	" 2,412.35 "	" 2,382.90 "	" 2,405.75 "
Friday	2-Sep-05	" 2,406.45 "	" 2,422.10 "	" 2,396.10 "	" 2,415.80 "
Monday	5-Sep-05	" 2,417.10 "	" 2,439.55 "	" 2,414.95 "	" 2,422.95 "
Tuesday	6-Sep-05	" 2,422.40 "	" 2,436.25 "	" 2,417.00 "	" 2,428.65 "
Thursday	8-Sep-05	" 2,429.00 "	" 2,456.90 "	" 2,429.00 "	" 2,454.45 "
Friday	9-Sep-05	" 2,448.80 "	" 2,462.80 "	" 2,441.90 "	" 2,455.45 "
Monday	12-Sep-05	" 2,455.85 "	" 2,486.35 "	" 2,455.85 "	" 2,484.15 "
Tuesday	13-Sep-05	" 2,484.00 "	" 2,503.00 "	" 2,477.10 "	" 2,500.35 "
Wednesday	14-Sep-05	" 2,500.40 "	" 2,514.75 "	" 2,476.00 "	" 2,492.45 "
Thursday	15-Sep-05	" 2,492.85 "	" 2,527.50 "	" 2,492.75 "	" 2,523.95 "
Friday	16-Sep-05	" 2,524.90 "	" 2,555.10 "	" 2,519.05 "	" 2,552.35 "
Monday	19-Sep-05	" 2,555.45 "	" 2,579.70 "	" 2,550.45 "	" 2,567.10 "
Tuesday	20-Sep-05	" 2,567.20 "	" 2,582.80 "	" 2,546.60 "	" 2,578.00 "
Wednesday	21-Sep-05	" 2,576.70 "	" 2,585.60 "	" 2,504.90 "	" 2,567.30 "
Thursday	22-Sep-05	" 2,567.85 "	" 2,580.40 "	" 2,465.85 "	" 2,476.50 "
Friday	23-Sep-05	" 2,480.50 "	" 2,507.90 "	" 2,453.05 "	" 2,477.75 "
Monday	26-Sep-05	" 2,477.85 "	" 2,560.85 "	" 2,477.85 "	" 2,557.35 "
Tuesday	27-Sep-05	" 2,558.50 "	" 2,592.50 "	" 2,549.85 "	" 2,574.85 "
Wednesday	28-Sep-05	" 2,574.45 "	" 2,602.95 "	" 2,559.85 "	" 2,598.05 "
Thursday	29-Sep-05	" 2,598.60 "	" 2,633.90 "	" 2,589.45 "	" 2,611.20 "
Friday	30-Sep-05	" 2,607.90 "	" 2,623.05 "	" 2,567.75 "	" 2,601.40 "
Monday	3-Oct-05	" 2,601.00 "	" 2,635.00 "	" 2,597.20 "	" 2,630.05 "
Tuesday	4-Oct-05	" 2,630.00 "	" 2,667.05 "	" 2,629.60 "	" 2,663.35 "
Wednesday	5-Oct-05	" 2,663.70 "	" 2,669.20 "	" 2,636.60 "	" 2,644.40 "
Thursday	6-Oct-05	" 2,643.80 "	" 2,643.80 "	" 2,571.30 "	" 2,579.15 "
Friday	7-Oct-05	" 2,577.20 "	" 2,603.25 "	" 2,547.55 "	" 2,574.05 "
Monday	10-Oct-05	" 2,577.10 "	" 2,595.15 "	" 2,561.00 "	" 2,566.85 "
Tuesday	11-Oct-05	" 2,569.15 "	" 2,592.00 "	" 2,533.70 "	" 2,589.55 "
Thursday	13-Oct-05	" 2,584.40 "	" 2,589.35 "	" 2,529.05 "	" 2,537.30 "
Friday	14-Oct-05	" 2,537.70 "	" 2,548.00 "	" 2,478.00 "	" 2,484.40 "
Monday	17-Oct-05	" 2,488.40 "	" 2,498.60 "	" 2,459.50 "	" 2,485.15 "
Tuesday	18-Oct-05	" 2,485.25 "	" 2,517.70 "	" 2,452.50 "	" 2,468.20 "
Wednesday	19-Oct-05	" 2,467.80 "	" 2,467.85 "	" 2,394.95 "	" 2,412.45 "
Thursday	20-Oct-05	" 2,421.40 "	" 2,463.85 "	" 2,363.55 "	" 2,395.45 "
Friday	21-Oct-05	" 2,397.85 "	" 2,447.85 "	" 2,384.05 "	" 2,443.75 "
Monday	24-Oct-05	" 2,444.20 "	" 2,460.00 "	" 2,388.40 "	" 2,394.85 "
Tuesday	25-Oct-05	" 2,394.95 "	" 2,444.60 "	" 2,390.85 "	" 2,418.20 "
Wednesday	26-Oct-05	" 2,418.45 "	" 2,434.00 "	" 2,401.10 "	" 2,408.50 "
Thursday	27-Oct-05	" 2,408.95 "	" 2,416.45 "	" 2,338.60 "	" 2,352.90 "
Friday	28-Oct-05	" 2,352.65 "	" 2,355.15 "	" 2,307.45 "	" 2,316.05 "
Monday	31-Oct-05	" 2,314.85 "	" 2,373.40 "	" 2,314.20 "	" 2,370.95 "
Tuesday	1-Nov-05	" 2,366.80 "	" 2,410.15 "	" 2,366.80 "	" 2,386.75 "
Wednesday	2-Nov-05	" 2,386.45 "	" 2,423.80 "	" 2,367.75 "	" 2,419.05 "
Monday	7-Nov-05	" 2,419.25 "	" 2,464.65 "	" 2,411.60 "	" 2,461.60 "
Tuesday	8-Nov-05	" 2,463.65 "	" 2,502.90 "	" 2,460.00 "	" 2,492.65 "
Wednesday	9-Nov-05	" 2,493.10 "	" 2,519.40 "	" 2,475.70 "	" 2,489.10 "
Thursday	10-Nov-05	" 2,489.10 "	" 2,504.75 "	" 2,480.85 "	" 2,500.70 "
Friday	11-Nov-05	" 2,500.85 "	" 2,551.40 "	" 2,500.85 "	" 2,548.65 "
Monday	14-Nov-05	" 2,548.55 "	" 2,576.95 "	" 2,534.40 "	" 2,558.70 "
Wednesday	16-Nov-05	" 2,559.45 "	" 2,585.95 "	" 2,559.45 "	" 2,582.75 "
Thursday	17-Nov-05	" 2,558.45 "	" 2,608.85 "	" 2,558.45 "	" 2,603.95 "
Friday	18-Nov-05	" 2,604.00 "	" 2,632.35 "	" 2,595.15 "	" 2,620.05 "
Monday	21-Nov-05	" 2,620.10 "	" 2,626.40 "	" 2,591.75 "	" 2,602.50 "
Tuesday	22-Nov-05	" 2,603.25 "	" 2,614.00 "	" 2,567.05 "	" 2,572.85 "
Wednesday	23-Nov-05	" 2,572.85 "	" 2,613.40 "	" 2,563.10 "	" 2,608.60 "
Thursday	24-Nov-05	" 2,608.90 "	" 2,643.70 "	" 2,608.70 "	" 2,635.00 "
Friday	25-Nov-05	" 2,635.35 "	" 2,668.90 "	" 2,633.75 "	" 2,664.30 "
Saturday	26-Nov-05	" 2,664.85 "	" 2,686.50 "	" 2,664.70 "	" 2,683.45 "
Monday	28-Nov-05	" 2,683.60 "	" 2,717.15 "	" 2,682.65 "	" 2,712.00 "
Tuesday	29-Nov-05	" 2,712.35 "	" 2,713.90 "	" 2,679.90 "	" 2,698.30 "
Wednesday	30-Nov-05	" 2,698.10 "	" 2,727.05 "	" 2,647.10 "	" 2,652.25 "
Thursday	1-Dec-05	" 2,651.60 "	" 2,705.00 "	" 2,641.95 "	" 2,698.95 "
Friday	2-Dec-05	" 2,699.55 "	" 2,730.70 "	" 2,691.50 "	" 2,697.95 "
Monday	5-Dec-05	" 2,697.60 "	" 2,710.65 "	" 2,654.35 "	" 2,660.50 "
Tuesday	6-Dec-05	" 2,661.40 "	" 2,694.40 "	" 2,647.35 "	" 2,662.30 "
Wednesday	7-Dec-05	" 2,662.30 "	" 2,697.10 "	" 2,662.30 "	" 2,693.00 "
Thursday	8-Dec-05	" 2,694.95 "	" 2,711.60 "	" 2,673.50 "	" 2,706.70 "
Friday	9-Dec-05	" 2,706.75 "	" 2,761.10 "	" 2,698.00 "	" 2,756.45 "
Monday	12-Dec-05	" 2,756.40 "	" 2,789.35 "	" 2,756.40 "	" 2,776.20 "
Tuesday	13-Dec-05	" 2,776.80 "	" 2,815.30 "	" 2,764.65 "	" 2,812.30 "
Wednesday	14-Dec-05	" 2,812.80 "	" 2,825.65 "	" 2,788.30 "	" 2,804.55 "
Thursday	15-Dec-05	" 2,805.20 "	" 2,821.50 "	" 2,763.35 "	" 2,778.55 "
Friday	16-Dec-05	" 2,778.65 "	" 2,814.90 "	" 2,766.50 "	" 2,810.15 "
Monday	19-Dec-05	" 2,808.35 "	" 2,846.00 "	" 2,803.45 "	" 2,842.60 "
Tuesday	20-Dec-05	" 2,843.15 "	" 2,853.10 "	" 2,815.20 "	" 2,826.20 "
Wednesday	21-Dec-05	" 2,826.45 "	" 2,847.30 "	" 2,799.45 "	" 2,822.90 "
Thursday	22-Dec-05	" 2,826.70 "	" 2,846.65 "	" 2,818.65 "	" 2,835.25 "
Friday	23-Dec-05	" 2,835.70 "	" 2,857.00 "	" 2,799.70 "	" 2,804.85 "
Monday	26-Dec-05	" 2,804.30 "	" 2,804.30 "	" 2,741.80 "	" 2,749.60 "
Tuesday	27-Dec-05	" 2,746.25 "	" 2,812.60 "	" 2,725.70 "	" 2,805.90 "
Wednesday	28-Dec-05	" 2,806.80 "	" 2,824.30 "	" 2,780.00 "	" 2,794.05 "
Thursday	29-Dec-05	" 2,792.75 "	" 2,829.40 "	" 2,792.75 "	" 2,821.95 "
Friday	30-Dec-05	" 2,823.95 "	" 2,845.55 "	" 2,812.75 "	" 2,836.55 "
Monday	2-Jan-06	" 2,836.80 "	" 2,849.45 "	" 2,825.40 "	" 2,835.95 "
Tuesday	3-Jan-06	" 2,835.95 "	" 2,887.20 "	" 2,832.05 "	" 2,883.35 "
Wednesday	4-Jan-06	" 2,883.00 "	" 2,909.35 "	" 2,883.00 "	" 2,904.40 "
Thursday	5-Jan-06	" 2,904.45 "	" 2,916.20 "	" 2,884.80 "	" 2,899.85 "
Friday	6-Jan-06	" 2,899.85 "	" 2,921.70 "	" 2,877.25 "	" 2,914.00 "
Monday	9-Jan-06	" 2,913.35 "	" 2,927.25 "	" 2,898.25 "	" 2,910.10 "
Tuesday	10-Jan-06	" 2,910.15 "	" 2,913.05 "	" 2,865.60 "	" 2,870.80 "
Thursday	12-Jan-06	" 2,869.35 "	" 2,869.35 "	" 2,824.00 "	" 2,850.70 "
Friday	13-Jan-06	" 2,851.40 "	" 2,878.35 "	" 2,846.70 "	" 2,850.55 "
Monday	16-Jan-06	" 2,851.35 "	" 2,855.70 "	" 2,824.05 "	" 2,833.10 "
Tuesday	17-Jan-06	" 2,833.80 "	" 2,861.25 "	" 2,820.65 "	" 2,829.10 "
Wednesday	18-Jan-06	" 2,809.90 "	" 2,840.10 "	" 2,783.85 "	" 2,809.20 "
Thursday	19-Jan-06	" 2,811.10 "	" 2,875.95 "	" 2,811.10 "	" 2,870.85 "
Friday	20-Jan-06	" 2,870.80 "	" 2,912.80 "	" 2,870.80 "	" 2,900.95 "
Monday	23-Jan-06	" 2,900.30 "	" 2,900.30 "	" 2,870.95 "	" 2,884.05 "
Tuesday	24-Jan-06	" 2,886.35 "	" 2,914.25 "	" 2,885.75 "	" 2,908.00 "
Wednesday	25-Jan-06	" 2,908.75 "	" 2,949.10 "	" 2,871.25 "	" 2,940.35 "
Friday	27-Jan-06	" 2,941.90 "	" 2,989.70 "	" 2,941.90 "	" 2,982.75 "
Monday	30-Jan-06	" 2,983.30 "	" 3,002.20 "	" 2,963.65 "	" 2,974.50 "
Tuesday	31-Jan-06	" 2,968.95 "	" 3,005.10 "	" 2,968.85 "	" 3,001.10 "
Wednesday	1-Feb-06	" 3,001.30 "	" 3,011.05 "	" 2,960.90 "	" 2,971.55 "
Thursday	2-Feb-06	" 2,972.20 "	" 2,997.25 "	" 2,957.55 "	" 2,967.45 "
Friday	3-Feb-06	" 2,968.10 "	" 2,973.90 "	" 2,931.85 "	" 2,940.60 "
Monday	6-Feb-06	" 2,940.95 "	" 3,009.45 "	" 2,928.10 "	" 3,000.45 "
Tuesday	7-Feb-06	" 3,001.15 "	" 3,025.10 "	" 2,991.25 "	" 3,020.10 "
Wednesday	8-Feb-06	" 3,018.20 "	" 3,021.25 "	" 2,984.90 "	" 3,008.95 "
Friday	10-Feb-06	" 3,009.15 "	" 3,031.75 "	" 3,009.10 "	" 3,027.55 "
Monday	13-Feb-06	" 3,026.15 "	" 3,042.75 "	" 3,018.50 "	" 3,041.15 "
Tuesday	14-Feb-06	" 3,040.25 "	" 3,051.70 "	" 3,009.90 "	" 3,017.55 "
Wednesday	15-Feb-06	" 3,001.40 "	" 3,048.80 "	" 2,995.30 "	" 3,022.20 "
Thursday	16-Feb-06	" 3,023.10 "	" 3,036.65 "	" 3,013.70 "	" 3,021.60 "
Friday	17-Feb-06	" 3,021.65 "	" 3,038.80 "	" 2,976.70 "	" 2,981.50 "
Monday	20-Feb-06	" 2,982.35 "	" 3,010.65 "	" 2,955.85 "	" 3,005.85 "
Tuesday	21-Feb-06	" 3,008.55 "	" 3,042.05 "	" 3,008.55 "	" 3,035.50 "
Wednesday	22-Feb-06	" 3,035.65 "	" 3,055.65 "	" 3,032.50 "	" 3,050.80 "
Thursday	23-Feb-06	" 3,050.85 "	" 3,078.40 "	" 3,050.85 "	" 3,062.10 "
Friday	24-Feb-06	" 3,061.70 "	" 3,072.00 "	" 3,041.60 "	" 3,050.05 "
Monday	27-Feb-06	" 3,050.30 "	" 3,070.35 "	" 3,050.30 "	" 3,067.45 "
Tuesday	28-Feb-06	" 3,067.90 "	" 3,090.30 "	" 3,031.80 "	" 3,074.70 "
Wednesday	1-Mar-06	" 3,074.60 "	" 3,127.25 "	" 3,064.00 "	" 3,123.10 "
Thursday	2-Mar-06	" 3,124.25 "	" 3,170.35 "	" 3,124.25 "	" 3,150.70 "
Friday	3-Mar-06	" 3,151.30 "	" 3,167.20 "	" 3,132.60 "	" 3,147.35 "
Monday	6-Mar-06	" 3,147.25 "	" 3,194.00 "	" 3,147.20 "	" 3,190.40 "
Tuesday	7-Mar-06	" 3,190.45 "	" 3,192.95 "	" 3,166.75 "	" 3,182.80 "
Wednesday	8-Mar-06	" 3,183.45 "	" 3,187.50 "	" 3,107.90 "	" 3,116.70 "
Thursday	9-Mar-06	" 3,116.75 "	" 3,132.65 "	" 3,069.85 "	" 3,129.10 "
Friday	10-Mar-06	" 3,129.05 "	" 3,189.35 "	" 3,128.60 "	" 3,183.90 "
Monday	13-Mar-06	" 3,184.10 "	" 3,221.30 "	" 3,174.05 "	" 3,202.65 "
Tuesday	14-Mar-06	" 3,197.20 "	" 3,223.45 "	" 3,184.05 "	" 3,195.35 "
Thursday	16-Mar-06	" 3,197.30 "	" 3,230.40 "	" 3,196.95 "	" 3,226.60 "
Friday	17-Mar-06	" 3,226.90 "	" 3,258.30 "	" 3,226.90 "	" 3,234.05 "
Monday	20-Mar-06	" 3,234.20 "	" 3,268.25 "	" 3,234.20 "	" 3,265.65 "
Tuesday	21-Mar-06	" 3,264.65 "	" 3,292.15 "	" 3,247.25 "	" 3,262.30 "
Wednesday	22-Mar-06	" 3,263.35 "	" 3,267.95 "	" 3,221.95 "	" 3,240.15 "
Thursday	23-Mar-06	" 3,240.85 "	" 3,265.60 "	" 3,225.20 "	" 3,247.15 "
Friday	24-Mar-06	" 3,247.15 "	" 3,286.20 "	" 3,242.60 "	" 3,279.80 "
Monday	27-Mar-06	" 3,283.40 "	" 3,327.05 "	" 3,280.80 "	" 3,321.65 "
Tuesday	28-Mar-06	" 3,321.45 "	" 3,344.50 "	" 3,311.85 "	" 3,325.00 "
Wednesday	29-Mar-06	" 3,324.85 "	" 3,359.80 "	" 3,324.80 "	" 3,354.20 "
Thursday	30-Mar-06	" 3,354.25 "	" 3,433.85 "	" 3,354.25 "	" 3,418.95 "
Friday	31-Mar-06	" 3,420.55 "	" 3,425.45 "	" 3,381.90 "	" 3,402.55 "
Monday	3-Apr-06	" 3,403.15 "	" 3,478.25 "	" 3,402.45 "	" 3,473.30 "
Tuesday	4-Apr-06	" 3,473.10 "	" 3,508.25 "	" 3,463.85 "	" 3,483.15 "
Wednesday	5-Apr-06	" 3,483.15 "	" 3,513.95 "	" 3,483.15 "	" 3,510.90 "
Friday	7-Apr-06	" 3,525.60 "	" 3,555.50 "	" 3,445.90 "	" 3,454.80 "
Monday	10-Apr-06	" 3,455.00 "	" 3,489.05 "	" 3,430.40 "	" 3,478.45 "
Wednesday	12-Apr-06	" 3,479.10 "	" 3,484.65 "	" 3,366.75 "	" 3,380.00 "
Thursday	13-Apr-06	" 3,380.40 "	" 3,391.05 "	" 3,290.35 "	" 3,345.50 "
Monday	17-Apr-06	" 3,342.15 "	" 3,433.65 "	" 3,342.15 "	" 3,425.15 "
Tuesday	18-Apr-06	" 3,429.00 "	" 3,521.95 "	" 3,429.00 "	" 3,518.10 "
Wednesday	19-Apr-06	" 3,523.65 "	" 3,570.50 "	" 3,502.75 "	" 3,535.85 "
Thursday	20-Apr-06	" 3,539.80 "	" 3,578.35 "	" 3,527.25 "	" 3,573.50 "
Friday	21-Apr-06	" 3,576.75 "	" 3,592.75 "	" 3,517.10 "	" 3,573.05 "
Monday	24-Apr-06	" 3,572.80 "	" 3,585.35 "	" 3,536.30 "	" 3,548.90 "
Tuesday	25-Apr-06	" 3,548.80 "	" 3,552.65 "	" 3,433.55 "	" 3,462.65 "
Wednesday	26-Apr-06	" 3,462.65 "	" 3,562.30 "	" 3,454.10 "	" 3,555.75 "
Thursday	27-Apr-06	" 3,554.70 "	" 3,598.95 "	" 3,492.75 "	" 3,508.10 "
Friday	28-Apr-06	" 3,507.45 "	" 3,517.65 "	" 3,342.85 "	" 3,508.35 "
Saturday	29-Apr-06	" 3,508.35 "	" 3,565.75 "	" 3,508.35 "	" 3,557.60 "
Tuesday	2-May-06	" 3,557.55 "	" 3,622.05 "	" 3,556.90 "	" 3,605.45 "
Wednesday	3-May-06	" 3,604.40 "	" 3,640.80 "	" 3,581.40 "	" 3,634.25 "
Thursday	4-May-06	" 3,630.65 "	" 3,674.50 "	" 3,621.55 "	" 3,648.40 "
Friday	5-May-06	" 3,649.45 "	" 3,676.55 "	" 3,639.55 "	" 3,663.95 "
Monday	8-May-06	" 3,668.65 "	" 3,708.55 "	" 3,668.65 "	" 3,693.15 "
Tuesday	9-May-06	" 3,694.65 "	" 3,725.40 "	" 3,655.65 "	" 3,720.55 "
Wednesday	10-May-06	" 3,720.75 "	" 3,758.05 "	" 3,717.25 "	" 3,754.25 "
Thursday	11-May-06	" 3,755.80 "	" 3,774.15 "	" 3,687.90 "	" 3,701.05 "
Friday	12-May-06	" 3,704.15 "	" 3,704.15 "	" 3,633.85 "	" 3,650.05 "
Monday	15-May-06	" 3,651.00 "	" 3,653.00 "	" 3,482.85 "	" 3,502.95 "
Tuesday	16-May-06	" 3,502.95 "	" 3,543.50 "	" 3,382.40 "	" 3,523.30 "
Wednesday	17-May-06	" 3,525.05 "	" 3,641.85 "	" 3,525.05 "	" 3,635.10 "
Thursday	18-May-06	" 3,636.45 "	" 3,636.45 "	" 3,365.90 "	" 3,388.90 "
Friday	19-May-06	" 3,391.85 "	" 3,493.05 "	" 3,205.25 "	" 3,246.90 "
Monday	22-May-06	" 3,254.30 "	" 3,313.90 "	" 2,896.40 "	" 3,081.35 "
Tuesday	23-May-06	" 3,068.60 "	" 3,221.05 "	" 2,997.35 "	" 3,199.35 "
Wednesday	24-May-06	" 3,203.50 "	" 3,249.75 "	" 3,091.60 "	" 3,115.55 "
Thursday	25-May-06	" 3,114.70 "	" 3,198.35 "	" 3,012.95 "	" 3,177.70 "
Friday	26-May-06	" 3,177.70 "	" 3,277.95 "	" 3,177.70 "	" 3,209.60 "
Monday	29-May-06	" 3,207.25 "	" 3,255.25 "	" 3,193.15 "	" 3,214.90 "
Tuesday	30-May-06	" 3,215.50 "	" 3,252.10 "	" 3,167.05 "	" 3,185.30 "
Wednesday	31-May-06	" 3,181.95 "	" 3,181.95 "	" 2,972.90 "	" 3,071.05 "
Thursday	1-Jun-06	" 3,072.55 "	" 3,130.00 "	" 2,936.60 "	" 2,962.25 "
Friday	2-Jun-06	" 2,961.50 "	" 3,099.35 "	" 2,940.20 "	" 3,091.35 "
Monday	5-Jun-06	" 3,092.60 "	" 3,125.40 "	" 3,006.40 "	" 3,016.65 "
Tuesday	6-Jun-06	" 3,015.05 "	" 3,015.05 "	" 2,910.30 "	" 2,937.30 "
Wednesday	7-Jun-06	" 2,935.25 "	" 2,956.90 "	" 2,819.45 "	" 2,860.45 "
Thursday	8-Jun-06	" 2,856.90 "	" 2,859.40 "	" 2,683.20 "	" 2,724.35 "
Friday	9-Jun-06	" 2,721.20 "	" 2,875.75 "	" 2,707.85 "	" 2,866.30 "
Monday	12-Jun-06	" 2,867.65 "	" 2,877.80 "	" 2,761.85 "	" 2,776.85 "
Tuesday	13-Jun-06	" 2,773.60 "	" 2,773.60 "	" 2,638.10 "	" 2,663.30 "
Wednesday	14-Jun-06	" 2,665.05 "	" 2,767.75 "	" 2,595.65 "	" 2,632.80 "
Thursday	15-Jun-06	" 2,634.10 "	" 2,814.15 "	" 2,634.10 "	" 2,798.80 "
Friday	16-Jun-06	" 2,799.85 "	" 2,960.15 "	" 2,799.85 "	" 2,890.35 "
Monday	19-Jun-06	" 2,892.00 "	" 2,932.90 "	" 2,846.50 "	" 2,916.90 "
Tuesday	20-Jun-06	" 2,919.00 "	" 2,919.00 "	" 2,837.45 "	" 2,861.30 "
Wednesday	21-Jun-06	" 2,861.40 "	" 2,930.80 "	" 2,836.40 "	" 2,923.45 "
Thursday	22-Jun-06	" 2,923.75 "	" 3,017.65 "	" 2,923.75 "	" 2,994.75 "
Friday	23-Jun-06	" 2,993.55 "	" 3,063.20 "	" 2,920.20 "	" 3,042.70 "
Sunday	25-Jun-06	" 3,043.15 "	" 3,083.00 "	" 3,035.95 "	" 3,050.30 "
Monday	26-Jun-06	" 3,051.80 "	" 3,059.85 "	" 2,928.00 "	" 2,943.20 "
Tuesday	27-Jun-06	" 2,943.60 "	" 3,004.15 "	" 2,899.25 "	" 2,982.45 "
Wednesday	28-Jun-06	" 2,982.20 "	" 3,003.65 "	" 2,909.60 "	" 2,981.10 "
